"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Alias","Assignee Real Name","Hardware","Keywords","Number of Comments","Opened","OS","Priority","Reporter","Reporter Real Name","Severity","Version","Target Milestone","Tags","URL"
38733,"Apache httpd-2","Core","bugs","RESOLVED","WONTFIX","mod_access doesn't obey any allow/deny rules when using a limit connect statement","2006-02-22 14:19:20",,"Apache HTTPD Bugs Mailing List","PC",,9,"2006-02-21 14:36:17","Linux","P2","makezi","Maketsi","major","2.0.55","---",,
38736,"Apache httpd-2","mpm_event","bugs","RESOLVED","FIXED","scoreboard tid field not set","2006-02-24 16:59:31",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",3,"2006-02-21 16:52:45","All","P3","chrisd","Chris Darroch","normal","2.5-HEAD","---",,
38737,"Apache httpd-2","mpm_worker","bugs","RESOLVED","FIXED","keepalives may cause worker MPM on linux to stall during shutdown","2006-05-26 13:17:31",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",6,"2006-02-21 17:27:01","Linux","P2","chrisd","Chris Darroch","major","2.5-HEAD","---",,
38739,"Apache httpd-2","mod_cache","bugs","RESOLVED","WORKSFORME","Automaticaly return 304/Not Modified when SSI script outputs Last-Modified header","2006-11-29 10:24:55",,"Apache HTTPD Bugs Mailing List","Other",,3,"2006-02-21 18:03:04","other","P2","gbz",,"enhancement","2.5-HEAD","---",,
38751,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","change of newwsgroup","2007-06-11 15:54:32",,"HTTP Server Documentation List","Other","PatchAvailable",3,"2006-02-22 13:04:39","other","P2","bobsiegen","Bob Ionescu","trivial","2.5-HEAD","---",,"http://httpd.apache.org/lists.html"
38752,"Apache httpd-2","Build","bugs","RESOLVED","DUPLICATE","error when running make","2006-02-22 11:26:46",,"Apache HTTPD Bugs Mailing List","Other",,6,"2006-02-22 16:52:35","AIX","P2","moe2266us","moe2266","normal","2.0.55","---",,
38754,"Apache httpd-2","Core","bugs","CLOSED","INVALID","HostnameLookups","2006-02-25 07:49:54",,"Apache HTTPD Bugs Mailing List","All",,8,"2006-02-22 17:52:42","FreeBSD","P2","apache","alexus","normal","2.2.0","---",,
38755,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","HostnameLookups","2006-02-24 07:17:46",,"Apache HTTPD Bugs Mailing List","All",,2,"2006-02-22 18:18:49","FreeBSD","P2","apache","alexus","normal","2.2.0","---",,
38756,"Apache httpd-2","Build","bugs","NEEDINFO","---","errors with running make","2007-02-07 03:32:24",,"Apache HTTPD Bugs Mailing List","Other",,7,"2006-02-22 19:08:03","AIX","P2","moe2266us","moe2266","normal","2.2.0","---",,
38763,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","mod_proxy does not handle asynchronous connection close correctly","2008-12-26 10:59:29",,"Apache HTTPD Bugs Mailing List","All","RFC",5,"2006-02-23 10:51:28","All","P2","Oliver.Luik","Oliver Luik","regression","2.5-HEAD","---",,
38770,"Apache httpd-2","Build","bugs","RESOLVED","INVALID","error when starting Apache2.0.49","2012-02-21 16:40:17",,"Apache HTTPD Bugs Mailing List","Other",,4,"2006-02-23 19:28:30","AIX","P2","moe2266us","moe2266","critical","2.2.0","---",,
38773,"Apache httpd-2","Runtime Config","bugs","RESOLVED","INVALID","http://localhost and http://127.0.0.1 don't work","2006-04-11 02:58:48",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-02-23 20:25:31","Linux","P1","sunzhoujian","paul zhou","blocker","2.2.0","---",,
38786,"Apache httpd-2","mod_autoindex","bugs","NEW","---","""IndexOption VersionSort"" has problems with trailing filename parts (extensions)","2006-10-02 12:45:34",,"Apache HTTPD Bugs Mailing List","PC",,1,"2006-02-26 21:37:19","Linux","P3","julian","Julian Mehnle","normal","2.0.55","---",,"http://test.io.link-m.de/apache2/indexoptions-versionsort/"
38789,"Apache httpd-2","mod_authz_ldap","bugs","RESOLVED","WONTFIX","Existing User, wrong password generates internal error","2010-02-25 09:49:14",,"Apache HTTPD Bugs Mailing List","Sun",,9,"2006-02-27 08:31:20","Solaris","P2","mika.borner","Mika Borner","normal","2.2.9","---",,
38790,"Apache httpd-2","All","bugs","RESOLVED","WORKSFORME","No installed service named ""Apache2"",when I start apache using StartService()","2010-12-03 21:46:40",,"Apache HTTPD Bugs Mailing List","PC",,8,"2006-02-27 11:18:06","Windows XP","P2","huanan8","windyhuo","critical","2.2.9","---",,
38793,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","Segfault when backend failes, threading issue","2006-04-22 08:28:30",,"Apache HTTPD Bugs Mailing List","PC",,11,"2006-02-27 17:31:02","Linux","P2","mk-asf","matthias","normal","2.2.0","---",,
38794,"Apache httpd-2","Core","bugs","RESOLVED","LATER","You cannot say 'deny user' as counterpart for require user.","2008-08-22 06:31:00",,"Apache HTTPD Bugs Mailing List","All",,3,"2006-02-27 17:39:21","All","P2","cmouse","Aki Tuomi","enhancement","2.2.0","---",,
38805,"Apache httpd-1.3","Build","bugs","RESOLVED","WORKSFORME","Undefined symbols  ld error on apache 1.3.34 build on AIX 5.3 using gcc in 64 bit mode","2006-03-19 05:18:40",,"Apache HTTPD Bugs Mailing List","HP","ErrorMessage",5,"2006-02-28 12:21:43","AIX","P2","bpinch",,"blocker","1.3.34","---",,
38812,"Apache httpd-2","Other Modules","bugs","RESOLVED","FIXED","<Limit> broken with refactored provider-based authz","2011-01-08 14:25:20",,"Apache HTTPD Bugs Mailing List","All",,2,"2006-03-01 01:29:20","other","P2","maxb","Max Bowsher","regression","2.5-HEAD","---",,
38817,"Apache httpd-1.3","Build","bugs","RESOLVED","WONTFIX","Failed to build with linux version of sunstudio.","2006-06-15 01:42:30",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-01 12:16:49","Linux","P2","alexander.andrianov","Alexander Andrianov","normal","1.3.34","---",,
38819,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","mod_headers compatibility about RequestHeader","2008-05-06 10:43:27",,"HTTP Server Documentation List","Other","PatchAvailable",5,"2006-03-01 15:49:01","other","P2","bobsiegen","Bob Ionescu","minor","2.5-HEAD","---",,"http://httpd.apache.org/docs/trunk/mod/mod_headers.html"
38827,"Apache httpd-2","mod_cache_disk / mod_disk_cache","bugs","NEW","---","mod_disk_cache trying to rename locked tempfile on 304 response","2013-04-02 12:02:34",,"Apache HTTPD Bugs Mailing List","PC","FixedInTrunk",5,"2006-03-02 10:11:45","Windows Server 2003","P2","dodger_web","dodger_web","regression","2.2.0","---",,
38837,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","post data >8k overflow via mod_ssl and mod_proxy ProxyPass","2006-03-03 06:14:40",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-03 09:51:58","FreeBSD","P2","aragon","Aragon Gouveia","normal","2.0.55","---",,
38838,"Apache httpd-2","mod_ssl","bugs","RESOLVED","FIXED","Apache 64-bit permanent got a Signal 10, Bus error with mod_ssl","2006-03-29 08:09:26",,"Apache HTTPD Bugs Mailing List","Sun",,5,"2006-03-03 12:52:44","Solaris","P2","tiamat","Alex Deiter","normal","2.2.0","---",,
38848,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","httpd -X option broken","2007-10-11 06:57:20",,"Apache HTTPD Bugs Mailing List","All",,5,"2006-03-04 00:04:12","All","P2","ronnie.brunner","Ronnie Brunner","normal","2.2.0","---",,
38860,"Apache httpd-2","All","bugs","RESOLVED","INVALID","Not Apache 2.2 for Windows","2006-03-05 22:14:30",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-03-06 04:32:01","Windows XP","P2","matthew-martin","MM","normal","2.2.0","---",,
38861,"Apache httpd-2","support","bugs","RESOLVED","FIXED","ApacheBench: write_request returns after EAGAIN","2008-05-27 15:15:12",,"Apache HTTPD Bugs Mailing List","All","FixedInTrunk",4,"2006-03-06 09:47:10","All","P2","stefan.fleiter","Stefan Fleiter","normal","2.5-HEAD","---",,"http://svn.apache.org/viewcvs.cgi/httpd/httpd/trunk/support/ab.c?rev=349415&view=markup"
38864,"Apache httpd-2","mod_proxy","bugs","NEEDINFO","---","ProxyPassReverse fails in <Location>","2013-04-25 10:19:13",,"Apache HTTPD Bugs Mailing List","All","FixedInTrunk, PatchAvailable",14,"2006-03-06 16:00:19","All","P2","douglas.acheson","Douglas Acheson","enhancement","2.2.0","---",,
38865,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","LocationMatch not working","2006-03-06 12:20:49",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-03-06 17:18:50","other","P2","douglas.acheson","Douglas Acheson","normal","2.2.0","---",,
38871,"Apache httpd-2","Build","bugs","RESOLVED","WONTFIX","Path to httpd.conf should be set via configure","2006-03-30 01:51:00",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-06 20:12:56","Linux","P5","ulf.pietruschka","Ulf Pietruschka","minor","2.0.55","---",,
38876,"Apache httpd-2","mod_ssl","bugs","RESOLVED","FIXED","SSL_CLIENT_CERT header bad format","2006-03-22 06:48:42",,"Apache HTTPD Bugs Mailing List","All",,2,"2006-03-07 10:59:37","All","P1","marc.stern","Marc Stern","blocker","2.0.54","---",,
38892,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Content negotiation guide: SetEnvIf example incomplete (leads to caching problems)","2006-06-30 11:27:26",,"HTTP Server Documentation List","All",,3,"2006-03-08 11:15:56","All","P2","richard",,"minor","2.5-HEAD","---",,"http://httpd.apache.org/docs/2.2/content-negotiation.html#better"
38903,"Apache httpd-2","All","bugs","NEW","---","r->allowed does not affect Allow response header","2007-03-30 08:01:13",,"Apache HTTPD Bugs Mailing List","All",,2,"2006-03-09 03:06:05","All","P2","lavr","Anton Lavrentiev","major","2.0.55","---",,
38905,"Apache httpd-2","All","bugs","RESOLVED","INVALID","Problem with unicode file name when running on Turbo Linux","2006-03-30 01:42:46",,"Apache HTTPD Bugs Mailing List","PC",,6,"2006-03-09 05:42:37","Linux","P2","nhdphuong","apache_user20060309","major","2.0.55","---",,
38910,"Apache httpd-2","mod_autoindex","bugs","RESOLVED","FIXED","mod_autoindex prints unescaped filenames","2006-05-17 07:40:18",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",5,"2006-03-09 16:42:36","All","P2","rmg","Robby Griffin","minor","2.2.0","---",,
38923,"Apache httpd-2","mod_speling","bugs","NEW","---","mod_speling incorrectly escapes linked URLs","2006-03-11 02:00:10",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",4,"2006-03-10 19:58:25","All","P2","rmg","Robby Griffin","minor","2.2.0","---",,
38928,"Apache httpd-2","mod_speling","bugs","NEW","---","propose removing ""VARIANTS"" feature","2006-03-11 01:30:37",,"Apache HTTPD Bugs Mailing List","All",,1,"2006-03-11 09:30:36","All","P3","rmg","Robby Griffin","minor","2.2.0","---",,
38934,"Apache httpd-2","mod_ssl","bugs","RESOLVED","INVALID","C2449 found '{' at file scope (missing function header?)","2006-03-12 03:21:46",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-03-11 20:12:08","Windows XP","P2","aric81","Kapitan","normal","2.2.0","---",,
38938,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","FIXED","%{LA-U:REMOTE_USER} with Apache 2.2.0","2006-03-17 09:36:15",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-12 13:34:26","Solaris","P3","apache","Markus Schiegl","normal","2.2.0","---",,
38952,"Apache httpd-2","All","bugs","RESOLVED","INVALID","Internet disturbs localhost","2006-03-13 08:35:48",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-03-13 16:17:37","Windows XP","P2","conrad.php","Conrad de Kerckhove","minor","2.5-HEAD","---",,"http://localhost"
38961,"Apache httpd-2","mod_log_config","bugs","RESOLVED","INVALID","too much rotatelogs opened and not all terminated","2007-12-30 22:33:23",,"Apache HTTPD Bugs Mailing List","All",,2,"2006-03-14 13:54:02","Windows NT","P5","dodger_web","dodger_web","regression","2.2.0","---",,
38962,"Apache httpd-2","mod_proxy_balancer","bugs","RESOLVED","FIXED","retry timeout not honored when configured in sticky mode","2007-05-31 05:43:47",,"Apache HTTPD Bugs Mailing List","Other",,7,"2006-03-14 14:02:58","AIX","P2","christian_boitel","Christian BOITEL","normal","2.2.0","---",,
38965,"Apache httpd-2","mod_authz_ldap","bugs","RESOLVED","LATER","mod_authnz_ldap compile problem. Without it I get HTTPD compile clean","2006-06-14 06:23:08",,"Apache HTTPD Bugs Mailing List","PC",,18,"2006-03-14 18:48:17","Linux","P2","alcol","Alberto Colosi","normal","2.2.0","---",,
38966,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Introduction on Stopping and Restarting page should have WINCH signal listed","2006-06-30 11:17:56",,"HTTP Server Documentation List","All",,2,"2006-03-14 20:41:42","other","P2","info","David Gersic","minor","2.2.0","---",,"http://httpd.apache.org/docs/2.2/stopping.html"
38974,"Apache httpd-2","mod_proxy","bugs","RESOLVED","DUPLICATE","reverse proxy mutilates multipart message","2006-03-15 01:09:48",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-03-15 08:26:21","other","P2","arjan.schaaf","Arjan Schaaf","normal","2.0.55","---",,
38977,"Apache httpd-2","mod_authz_ldap","bugs","CLOSED","LATER","Password Mismatch","2006-03-15 03:19:25",,"Apache HTTPD Bugs Mailing List","Other",,1,"2006-03-15 11:16:40","other","P2","alcol","Alberto Colosi","normal","2.2.0","---",,
38978,"Apache httpd-2","mod_auth_ldap","bugs","RESOLVED","DUPLICATE","LDAP PassWord Mismatch","2006-03-15 10:12:17",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-03-15 11:20:43","other","P2","alcol","Alberto Colosi","normal","2.2.0","---",,
38979,"Apache httpd-2","mod_auth_ldap","bugs","RESOLVED","INVALID","LDAP PassWord Mismatch","2006-04-11 06:31:56",,"Apache HTTPD Bugs Mailing List","Other",,5,"2006-03-15 11:37:58","other","P2","alcol","Alberto Colosi","normal","2.2.0","---",,
38980,"Apache httpd-2","mod_proxy","bugs","RESOLVED","WORKSFORME","Encoding of URIs","2007-09-08 07:24:47",,"Apache HTTPD Bugs Mailing List","Other",,5,"2006-03-15 12:50:08","Windows Server 2003","P2","john.fredrik.olstorn","John Fredrik","critical","2.0.55","---",,
38981,"Apache httpd-2","Runtime Config","bugs","RESOLVED","FIXED","vCard mime addition diff","2009-01-31 12:44:44",,"Apache HTTPD Bugs Mailing List","All","RFC",3,"2006-03-15 15:13:59","All","P2","martin.zboril","Martin Zbo&#345;il","enhancement","2.2.0","---",,
38983,"Apache httpd-2","mpm_winnt","bugs","RESOLVED","INVALID","Apache hangs with CLOSE_WAIT connections","2006-07-18 19:55:53",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-03-15 17:43:57","Windows XP","P2","michaelforte","Michael Forte","normal","2.0.55","---",,"http://www.ocforums.com/showthread.php?t=447564"
38989,"Apache httpd-1.3","core","bugs","RESOLVED","WONTFIX","restart + piped logs stalls httpd for 24 minutes (Solaris)","2011-03-21 10:41:15",,"Apache HTTPD Bugs Mailing List","Sun",,4,"2006-03-15 20:31:41","Solaris","P2","rainer.jung","Rainer Jung","normal","HEAD","---",,
38991,"Apache httpd-2","mod_authn_ldap","bugs","RESOLVED","WORKSFORME","Can't compile with --enable-authnz-ldap; can compile without it","2006-03-17 12:48:28",,"Apache HTTPD Bugs Mailing List","Other",,10,"2006-03-15 22:44:25","Linux","P2","pjohanneson","Patrick Johanneson","normal","2.2.0","---",,
38994,"Apache httpd-2","mpm_prefork","bugs","RESOLVED","DUPLICATE","ap_graceful_stop_signalled() always returns ""0"" from prefork.c","2011-02-15 22:31:04",,"Apache HTTPD Bugs Mailing List","Other",,3,"2006-03-16 02:19:14","other","P2","lavr","Anton Lavrentiev","normal","2.0.55","---",,
38995,"Apache httpd-2","mod_cgid","bugs","NEW","---","httpd tries to communicate with the CGI daemon even after a graceful shutdown","2013-07-05 10:21:35",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-03-16 13:00:24","other","P2","kiranm","Kiran Mendonce","normal","2.4-HEAD","---",,
39004,"Apache httpd-2","Win32 MSI Installer","bugs","RESOLVED","INVALID","Port Conflict","2007-10-07 17:43:18",,"Apache HTTPD Bugs Mailing List","Other",,3,"2006-03-17 03:17:10","Windows 2000","P2","akeister","Adrian C. Keister","normal","2.0.55","---",,
39005,"Apache httpd-1.3","Build","bugs","RESOLVED","INVALID","Windows installation wizard searching for wrong msi package","2007-08-02 13:09:45",,"Apache HTTPD Bugs Mailing List","PC",,1,"2006-03-17 05:01:52","Windows 2000","P2","misc",,"critical","1.3.34","---",,
39045,"Apache httpd-2","mod_authn_ldap","bugs","RESOLVED","FIXED","mod_python makes Apache crash when used with mod_auth_ldap","2012-02-26 16:38:52",,"Apache HTTPD Bugs Mailing List","All","FixedInTrunk, PatchAvailable",9,"2006-03-21 11:23:42","Linux","P2","emmanuel.blot","Emmanuel Blot","major","2.0.55","---",,
39060,"Apache httpd-2","mod_auth_dbm","bugs","RESOLVED","WONTFIX","""user not in DBM group file"" causes error and kills the process","2008-12-26 11:22:06",,"Apache HTTPD Bugs Mailing List","All",,10,"2006-03-22 13:38:27","All","P2","jval","Jarkko","major","2.0.54","---",,
39067,"Apache httpd-2","mod_ssl","bugs","RESOLVED","FIXED","malformed packet when size is 4096 or greater","2007-10-07 17:44:56",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-03-22 19:02:15","Windows Server 2003","P2","cbrown","Chuck Brown","normal","2.0.55","---",,
39079,"Apache httpd-2","mod_cache","bugs","RESOLVED","INVALID","thread eats 100% CPU, presumably spinning in futex","2011-02-26 12:15:50",,"Apache HTTPD Bugs Mailing List","PC",,35,"2006-03-23 12:31:50","Linux","P2","Dick.Snippe","Dick Snippe","major","2.2.0","---",,
39094,"Apache httpd-2","mod_ldap","bugs","RESOLVED","FIXED","mod_ldap crash in util_ldap_cache_module_kill","2007-11-27 08:34:09",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-24 13:01:50","Windows Server 2003","P2","christian.knuechel","Christian Kn","normal","2.0.55","---",,
39095,"Apache httpd-2","mod_ldap","bugs","RESOLVED","FIXED","ldap_simple_bind_s fails","2012-11-12 18:07:49",,"Apache HTTPD Bugs Mailing List","PC","PatchAvailable",32,"2006-03-24 13:20:47","Windows Server 2003","P2","christian.knuechel","Christian Kn","major","2.0.55","---",,
39099,"Apache httpd-2","Build","bugs","RESOLVED","INVALID","php build failed due to apxs's command failed with rc=65536 error","2006-03-24 14:54:25",,"Apache HTTPD Bugs Mailing List","Other",,5,"2006-03-24 20:25:05","AIX","P2","scott","Scott Fletcher","major","2.0-HEAD","---",,
39101,"Apache httpd-2","Build","bugs","RESOLVED","FIXED","gcc: cannot specify -o with -c or -S and multiple compilations","2006-03-30 09:55:08",,"Apache HTTPD Bugs Mailing List","Other",,4,"2006-03-25 15:41:36","Linux","P1","karin111",,"major","2.2.0","---",,
39103,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","INVALID","REQUEST_FILENAME is set to partial file path","2006-03-25 12:36:31",,"Apache HTTPD Bugs Mailing List","Other",,3,"2006-03-25 18:30:23","other","P2","mboedick","Matthew M. Boedicker","normal","2.0.53","---",,
39104,"Apache httpd-1.3","Build","bugs","CLOSED","WONTFIX","[FR] fix build with -Wl,--as-needed","2011-03-21 11:15:19",,"Apache HTTPD Bugs Mailing List","Other",,5,"2006-03-25 19:07:22","Linux","P2","mike","Michael Shigorin","enhancement","1.3.34","---",,
39111,"Apache httpd-2","mod_file_cache","bugs","NEW","---","Potential bug brought by mmapfile (mod_file_cache)","2006-03-26 19:11:18",,"Apache HTTPD Bugs Mailing List","All",,1,"2006-03-27 03:11:17","Linux","P2","xuekun.hu","Xuekun Hu","normal","2.2.0","---",,
39112,"Apache httpd-2","mod_alias","bugs","RESOLVED","INVALID","SCRIPT_NAME error with mod_alias","2006-03-27 18:42:27",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-27 06:43:55","Windows XP","P3","qiwenmin","Qi Wenmin","major","2.0.55","---",,
39124,"Apache httpd-2","mod_cache","bugs","RESOLVED","DUPLICATE","mod_cache using mem_cache randomly sending incorrect mime-type for cached files","2006-05-03 12:37:46",,"Apache HTTPD Bugs Mailing List","Other",,5,"2006-03-27 20:40:16","Linux","P2","max","max g","normal","2.2.0","---",,
39128,"Apache httpd-2","mod_ssl","bugs","NEEDINFO","---","Apache 2.2 will not compile mod_ssl library's correctly","2006-03-31 09:41:02",,"Apache HTTPD Bugs Mailing List","HP",,7,"2006-03-28 15:41:48","HP-UX","P2","david.lerchenfeld","David Lerchenfeld","major","2.2.0","---",,
39131,"Apache httpd-2","Other Modules","bugs","RESOLVED","INVALID","PHP don","2006-03-28 11:22:33",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-03-28 17:30:07","Linux","P2","acoamorim","Antonio Amorim","major","2.0-HEAD","---",,"internal"
39132,"Apache httpd-2","Other Modules","bugs","RESOLVED","DUPLICATE","PHP don","2006-03-28 11:21:08",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-03-28 17:30:28","Linux","P2","acoamorim","Antonio Amorim","major","2.0-HEAD","---",,"internal"
39133,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Uses real domain name in example configuration","2006-03-28 12:45:35",,"HTTP Server Documentation List","All",,2,"2006-03-28 17:40:19","other","P2","ddewey","Dave Dewey","normal","2.5-HEAD","---",,"http://httpd.apache.org/docs/2.2/howto/access.html"
39154,"Apache httpd-2","mod_ssl","bugs","RESOLVED","DUPLICATE","Problem with webdav over SSL with client certificate autentication","2006-03-30 23:12:03",,"Apache HTTPD Bugs Mailing List","All",,3,"2006-03-30 14:46:35","Linux","P2","gmeinusch","Gregor Meinusch","major","2.2.0","---",,
39157,"Apache httpd-2","All","bugs","RESOLVED","DUPLICATE","'make install' recognizes --prefix and installs fine until it gets to apr-util.  It then fails to recognize --prefix","2006-11-21 09:10:14",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-03-30 19:24:56","Linux","P2","braden","Braden Temme","major","2.2.0","---",,
39158,"Apache httpd-1.3","mod_headers","bugs","RESOLVED","WORKSFORME","ETag for "".html"" in Headers (1.3.33)","2006-04-03 12:47:14",,"Apache HTTPD Bugs Mailing List","All",,3,"2006-03-30 19:32:09","Windows XP","P2","deyura","DeYura","normal","1.3.33","---",,
39185,"Apache httpd-2","support","bugs","NEEDINFO","---","Approximately in 1-2 weeks of work the server hangs, full restart helps only.","2009-01-18 16:19:17",,"Apache HTTPD Bugs Mailing List","Other",,4,"2006-04-03 08:28:41","FreeBSD","P2","denis","Denis Zhadan","normal","2.2.0","---",,
39187,"Apache httpd-2","All","bugs","CLOSED","INVALID","httpd crashes php","2006-04-03 13:11:10",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-04-03 17:14:56","Linux","P3","jbond007","georges poropat","blocker","2.2.0","---",,
39192,"Apache httpd-2","mod_ssl","bugs","RESOLVED","DUPLICATE","Wildcard certificate with multiple name-based vhosts - not found","2011-02-11 08:18:23",,"Apache HTTPD Bugs Mailing List","PC",,5,"2006-04-04 01:01:44","FreeBSD","P2","jacek.chmielewski","Jacek Chmielewski","normal","2.2.0","---",,
39201,"Apache httpd-2","Build","bugs","RESOLVED","INVALID","When trying to configure httpd-2.0.53 getting warnings..","2006-04-04 14:00:19",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-04-04 15:53:43","Linux","P2","Sagar.Indalkar","Sagar Indalkar","major","2.0.53","---",,
39203,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","mod_proxy_balancer does not treat trailing slash like Proxypass directive","2008-08-01 13:36:44",,"HTTP Server Documentation List","Other","ErrorMessage",11,"2006-04-04 18:12:14","Linux","P2","cwang","Che Wang","normal","2.5-HEAD","---",,"http://httpd.apache.org/docs/trunk/mod/mod_proxy.html#proxypass"
39206,"Apache httpd-2","mod_proxy_balancer","bugs","RESOLVED","DUPLICATE","mod_proxy_balancer does not treat trailing slash like Proxypass directive","2006-04-04 15:11:52",,"Apache HTTPD Bugs Mailing List","Other","ErrorMessage",2,"2006-04-04 21:46:08","Linux","P2","cwang","Che Wang","normal","2.2.0","---",,
39209,"Apache httpd-2","Build","bugs","RESOLVED","FIXED","server/export_files not cleaned on make clean","2006-04-05 04:33:45",,"Apache HTTPD Bugs Mailing List","PC",,3,"2006-04-05 04:20:03","Linux","P5","a34895",,"minor","2.0.55","---",,
39210,"Apache httpd-2","Build","bugs","RESOLVED","DUPLICATE","server/export_files not cleaned on make clean","2006-04-04 23:58:35",,"Apache HTTPD Bugs Mailing List","PC",,2,"2006-04-05 04:24:21","Linux","P5","a34895",,"minor","2.0.55","---",,
39211,"Apache httpd-2","mod_auth_dbm","bugs","RESOLVED","WONTFIX","mod-auth-dbm (require group <empty>) doesn't work with fastcgi","2008-02-27 19:20:30",,"Apache HTTPD Bugs Mailing List","Sun",,2,"2006-04-05 06:28:10","Solaris","P2","vinita","Vinita Murugiah","normal","2.0.55","---",,
39216,"Apache httpd-2","mod_cache_disk / mod_disk_cache","bugs","NEW","---","mod_disk_cache trying to rename locked file, decreasing performance","2013-05-05 18:59:34",,"Apache HTTPD Bugs Mailing List","All","PatchAvailable",4,"2006-04-05 14:46:27","Windows Server 2003","P2","fleger","Fr","major","2.2-HEAD","---",,
39235,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Japanese documentation bug for LogFormat %D","2008-05-13 10:02:51",,"HTTP Server Documentation List","Other",,3,"2006-04-07 11:17:31","other","P1","b-hooper-asf-bugzilla","Brian Takashi Hooper","normal","2.0-HEAD","---",,"http://httpd.apache.org/docs/2.0/ja/mod/mod_log_config.html"
39236,"Apache httpd-2","mod_include","bugs","RESOLVED","DUPLICATE","'include virtual' not working when there are more than 255 byte to include.","2006-05-03 03:39:13",,"Apache HTTPD Bugs Mailing List","Sun",,6,"2006-04-07 11:42:29","SunOS","P2","blogarithme",,"regression","2.2.0","---",,
39238,"Apache httpd-2","mod_auth_dbm","bugs","NEW","---","mod_auth_dbm requires mod_auth or ""no groups file?"" error","2013-10-22 15:07:50",,"Apache HTTPD Bugs Mailing List","All","ErrorMessage",3,"2006-04-07 14:22:44","All","P2","js","John C Saunders","normal","2.0.55","---",,
39239,"Apache httpd-2","Win32 MSI Installer","bugs","RESOLVED","DUPLICATE","MSI Failure in resolve server name","2006-05-31 23:24:57",,"Apache HTTPD Bugs Mailing List","PC",,7,"2006-04-07 15:59:27","Windows XP","P5","drmikepiff","Mike Piff","blocker","2.0.55","---",,
39240,"Apache httpd-2","mod_dir","bugs","RESOLVED","INVALID","mod_dir does not respect the protocol","2006-04-07 16:10:33",,"Apache HTTPD Bugs Mailing List","Other",,2,"2006-04-07 16:55:38","Windows Server 2003","P5","franetic","Ferenc Orosz","minor","2.0.55","---",,
39243,"Apache httpd-2","mod_ssl","bugs","RESOLVED","FIXED","Can't post files larger than 128k onto ssl client cert secured site","2014-02-17 13:59:12",,"Apache HTTPD Bugs Mailing List","PC",,41,"2006-04-07 17:31:57","Linux","P2","mbertheau","Markus Bertheau","normal","2.0.55","---",,
39245,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","Mod_proxy_http ProxyErrorOverride eating cookies","2007-05-14 08:19:18",,"Apache HTTPD Bugs Mailing List","PC","PatchAvailable",17,"2006-04-07 20:36:58","Linux","P2","jtharp","Jeff Tharp","enhancement","2.2.0","---",,"http://mail-archives.apache.org/mod_mbox/httpd-dev/200604.mbox/browser"
