"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Priority","Severity","Reporter","URL","Version","Keywords"
44114,"Apache httpd-2","Other Modules","bugs","CLOSED","DUPLICATE","CGI files doesn't compile","2007-12-20 07:02:15","P1","regression","hecoo",,"2.0.59",
44121,"Apache httpd-2","Build","bugs","RESOLVED","INVALID","Wrong version of apxs","2007-12-21 12:19:17","P3","blocker","admingarath",,"2.5-HEAD",
44123,"Apache httpd-2","mod_cgi","bugs","RESOLVED","FIXED","Apache slowly consumes all system memory while running streaming CGI script.","2012-02-26 16:47:38","P2","major","garrett.gallant",,"2.2.3","FixedInTrunk"
44130,"Apache httpd-2","All","bugs","RESOLVED","INVALID","""[error] server reached MaxClients setting"" blocks webserver","2007-12-22 11:11:09","P2","major","apache",,"2.2.3",
44133,"Apache httpd-2","mod_ftp","bugs","RESOLVED","FIXED","mod_ftp blocks other process_connection handlers","2007-12-23 19:41:33","P2","normal","Tom.Donovan",,"2.2-HEAD",
44134,"Apache httpd-2","All","bugs","RESOLVED","INVALID","Unable to load dynamic library php_mssql.dll","2007-12-23 17:17:36","P2","enhancement","robmlee",,"2.2.6",
44135,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","mod_setenvif doc improvements","2008-02-07 17:39:42","P5","trivial","jidanni",,"2.5-HEAD",
44136,"Apache httpd-2","Documentation","docs","RESOLVED","INVALID","Dead end startup warning doc trail","2007-12-25 18:37:47","P5","trivial","jidanni","http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=457708","2.5-HEAD",
44140,"Apache httpd-2","Runtime Config","bugs","RESOLVED","INVALID","Uncommenting MIMEMagicFile prevents startup","2007-12-26 05:59:01","P2","major","scratch65535",,"2.2.6",
44152,"Apache httpd-2","mod_dav","bugs","RESOLVED","FIXED","litmus regression: PUT conditional on lock and etag failed","2008-01-19 11:50:48","P3","regression","michael",,"2.2-HEAD",
44153,"Apache httpd-2","mod_mime","bugs","RESOLVED","FIXED","Add support for new Ogg media types","2009-01-31 12:36:35","P2","normal","justivo",,"2.0-HEAD","PatchAvailable, RFC"
44155,"Apache httpd-2","mod_ldap","bugs","NEW","---","smarter retry for LDAP_UNAVAILABLE, LDAP_BUSY, etc.","2012-03-12 09:59:56","P2","enhancement","covener",,"2.5-HEAD","FixedInTrunk"
44161,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","Configuration disclosure in HTTP header when using static built-in and 3rd party shared modules","2008-01-02 05:46:16","P2","critical","cuicui.oizo",,"2.2.6",
44163,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","PUT request failure with Konqueror User-Agent header","2010-07-19 21:48:19","P2","normal","apache",,"2.2.6",
44165,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","mod_proxy_http apr_status_t vs. http status cleanup","2008-02-29 18:42:01","P4","minor","covener",,"2.5-HEAD","PatchAvailable"
44172,"Apache httpd-2","Documentation","docs","RESOLVED","INVALID","apache docs with wrong option","2008-01-04 19:05:01","P2","normal","ash_5",,"2.0.58",
44173,"Apache httpd-2","Runtime Config","bugs","RESOLVED","INVALID","Deny access to backup ~ files by default","2008-01-05 17:28:06","P2","normal","samuel",,"2.5-HEAD",
44174,"Apache httpd-2","Win32 MSI Installer","bugs","RESOLVED","DUPLICATE","MSI Installer fails in ResolveServerName","2008-01-06 08:12:26","P2","major","bugmenot",,"2.2.6",
44180,"Apache httpd-2","All","bugs","RESOLVED","DUPLICATE","server-status screen showing text/code from conf files","2008-01-07 13:16:07","P2","major","csgonan",,"2.2.6",
44181,"Apache httpd-2","mod_alias","bugs","REOPENED","---","add UnAlias","2016-02-24 18:00:48","P5","enhancement","jidanni",,"2.5-HEAD",
44182,"Apache httpd-2","support","bugs","RESOLVED","INVALID","apache does not start after mod_caucho configuration","2008-01-07 22:56:35","P2","normal","abhijit_kakade",,"2.2.6",
44188,"Apache httpd-2","mod_deflate","bugs","NEEDINFO","---","Empty response for certain requests (mod_proxy as forward proxy)","2008-05-27 04:12:38","P1","critical","pbelau1",,"2.2.6",
44189,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","noncanon argument is not recognized in ProxyPass directive","2011-08-07 00:14:21","P2","blocker","chatterjeed",,"2.2.6",
44191,"Apache httpd-2","mod_ssl","bugs","RESOLVED","FIXED","mod_ssl has the remains of code for using apr_rmm","2008-02-25 09:27:56","P5","trivial","takashi.asfbugzilla",,"2.5-HEAD","PatchAvailable"
44195,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","[patch] typo: existance","2010-07-19 21:55:55","P2","trivial","toby",,"2.5-HEAD",
44211,"Apache httpd-2","mod_include","bugs","RESOLVED","INVALID","SSIEnableAccess is documented but not implemented?","2008-01-11 09:04:21","P2","major","erik",,"2.2.4",
44213,"Apache httpd-2","All","bugs","RESOLVED","INVALID","/etc/init.d/apache2 greps excessively for PidFile","2008-01-11 14:15:18","P2","normal","nvalcarcel","http://bugs.launchpad.net/debian/+source/apache2/+bug/112991","2.0-HEAD",
44218,"Apache httpd-2","mod_autoindex","bugs","NEW","---","mod_autoindex shows the default icon for files with a content encoding, rather than the icon configured for the content type","2008-09-08 04:51:40","P2","minor","jon",,"2.2.6",
44221,"Apache httpd-2","mod_speling","bugs","REOPENED","---","CheckCaseOnly On does not stop Multiple Choices based on common basename","2016-02-01 09:39:27","P3","critical","perske",,"2.4.10","PatchAvailable"
44234,"Apache httpd-2","All","bugs","RESOLVED","INVALID","Not Showing Protected Directories in Indexes option","2008-01-24 12:38:24","P2","normal","prasul",,"2.2.6","ErrorMessage"
44244,"Apache httpd-2","mod_ssl","bugs","RESOLVED","WONTFIX","Client certificate request failure causes apache to perform abortive shutdown","2008-02-25 09:31:19","P2","normal","ianl",,"2.5-HEAD",
44250,"Apache httpd-2","Platform","bugs","NEW","---","OSX 10.5: __THE_PROCESS_HAS_FORKED_AND_YOU_CANNOT_USE_THIS_COREFOUNDATION_FUNCTIONALITY___YOU_MUST_EXEC__ messages","2011-04-19 19:35:00","P2","normal","tschopp",,"2.2.6","ErrorMessage"
44251,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","Module-driven proxy requests ignore ProxyTimeout directive","2008-01-16 11:50:40","P3","enhancement","nick",,"2.2.4",
44258,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","possible memory leak (vhosts fault?) in apache-2.0.61 - reproducable","2008-01-17 05:13:37","P2","critical","Craig",,"2.0.61",
44260,"Apache httpd-2","mod_ssl","bugs","RESOLVED","DUPLICATE","Abnormal behaviour mod_ssl and graceful/restart","2008-01-17 08:47:18","P2","normal","srattai",,"2.0.61",
44262,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","AllowOverride Options= grants the permission of the 'All' option.","2009-08-23 13:43:56","P2","normal","aoyama",,"2.2.6","FixedInTrunk, PatchAvailable"
44266,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","httpd command output is not sent to stdout","2008-02-27 06:10:27","P2","normal","m.watts",,"2.2.4",
44269,"Apache httpd-2","Other Modules","bugs","RESOLVED","INVALID","mod_svn and authnz_svn problem","2008-01-19 00:37:53","P2","normal","magnus.gafvert",,"2.2.3",
44270,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","CORE: Timeout is ignored","2008-01-19 12:36:05","P4","minor","xkr",,"2.2.6",
44272,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","Wrong error message for missing directory","2011-09-25 18:14:31","P2","normal","worldhello.net","http://www.apache.org/index/","2.2.6",
44278,"Apache httpd-2","mod_setenvif","bugs","RESOLVED","INVALID","documentation for mod_setenvif could be better","2008-01-24 12:53:31","P2","normal","jergendutch",,"2.2.6",
44279,"Apache httpd-2","mod_rewrite","bugs","NEW","---","Add ""iterate"" flag to apply rule in a loop while pattern matches","2008-01-24 07:29:40","P2","enhancement","rainer.jung",,"2.5-HEAD","PatchAvailable"
44295,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","PHP populated PDF/FDF forms not working in Internet Explorer","2008-01-30 10:20:59","P2","critical","harm5304",,"2.0.63",
44302,"Apache httpd-2","mod_authz_ldap","bugs","NEW","---","AuthLDAPURL does not accept ldapi:// urls","2013-12-23 13:16:40","P2","normal","n.mavrogiannopoulos",,"2.2.22",
44305,"Apache httpd-2","Build","bugs","NEW","---","Inconsistent configuration for suexec path","2008-01-28 01:34:07","P2","normal","strube",,"2.2.8",
44311,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","hotels.com broken in 2.2.8","2008-02-01 15:25:49","P1","critical","pbelau1",,"2.2.8","PatchAvailable"
44316,"Apache httpd-2","Core","bugs","NEW","---","httpd 2.0 does not follow ScriptAliases when invoking an ErrorDocument","2008-01-28 16:19:27","P2","normal","phil",,"2.2.8","ErrorMessage"
44322,"Apache httpd-2","mod_proxy","bugs","NEW","---","mod_proxy ProxyPassReverseCookieDomain with no domain set in cookie cannot set a domain","2014-07-14 14:10:23","P2","enhancement","regis.leroy",,"2.2.6",
44333,"Apache httpd-2","Runtime Config","bugs","RESOLVED","INVALID","OCIEnvNlsCreate() failed. There is something wrong with your system - please check that LD_LIBRARY_PATH includes the directory with Oracle Instant Client libraries","2011-10-27 18:51:12","P2","normal","gary",,"2.2.8",
44334,"Apache httpd-2","mod_proxy_balancer","bugs","RESOLVED","FIXED","mod_proxy_ajp with POST retry doesn't send request body","2008-10-22 07:28:31","P2","normal","hgoldwire",,"2.2.8",
44338,"Apache httpd-2","mod_deflate","bugs","RESOLVED","WONTFIX","mod_deflate crashes and does not return response","2014-02-17 13:55:19","P2","critical","tom",,"2.0.63",
44339,"Apache httpd-2","Build","bugs","RESOLVED","FIXED","ap_send_interim_response","2008-02-11 12:34:26","P2","normal","robert.adesam",,"2.2.8",
44346,"Apache httpd-2","All","bugs","RESOLVED","FIXED","integer overflow in ab","2008-05-27 15:14:04","P2","normal","toralf.foerster",,"2.2.8","PatchAvailable"
44350,"Apache httpd-2","mod_proxy","bugs","RESOLVED","DUPLICATE","worker xyz already used by another worker","2010-06-17 09:28:47","P2","normal","nicklas.bondesson",,"2.2.11",
44351,"Apache httpd-2","mod_rewrite","bugs","NEW","---","File descriptor leak when using prg RewriteMap","2009-06-11 09:24:31","P3","normal","charles.goyard",,"2.2.8",
44356,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Missing / in VirtualHost Example","2008-02-04 21:40:46","P4","normal","christoburp","http://httpd.apache.org/docs/2.0/vhosts/examples.html","2.5-HEAD",
44360,"Apache httpd-2","mod_ldap","bugs","RESOLVED","FIXED","Correct typo in error message and in comment","2008-02-06 11:52:37","P2","minor","rainer.jung",,"2.5-HEAD","ErrorMessage, PatchAvailable"
44363,"Apache httpd-2","All","bugs","NEEDINFO","---","Slow file transfers","2011-08-07 00:15:25","P2","major","apache","http://beta.inthecrack.com","2.2.8",
44365,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","HTTP 301 logged as 200","2008-02-09 13:23:10","P5","minor","jidanni","http://discussion.dreamhost.com/showflat.pl?Cat=&Board=forum_troubleshooting&Number=100816&page=&view=&sb=&o=&vc=1","2.0.61",
44376,"Apache httpd-2","mpm_event","bugs","RESOLVED","FIXED","""process_socket: apr_pollset_add failure"" error when under load","2008-12-26 12:28:28","P2","normal","bugs",,"2.2.6",
44377,"Apache httpd-2","mpm_event","bugs","RESOLVED","FIXED","mod_status does not contain connection information when using event MPM","2011-06-19 12:28:40","P2","normal","bugs",,"2.2.6",
44381,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","Apache in Forward Proxy mode using 90% + CPU","2008-06-02 04:00:34","P2","major","pbelau1",,"2.2.8",
44384,"Apache httpd-2","Build","bugs","ASSIGNED","---","mod_ssl on MacOS X 10.5.1 does not work because of incorrect configure script","2008-09-24 01:32:06","P2","normal","dev-apache.org",,"2.2.8",
44388,"Apache httpd-2","Platform","bugs","RESOLVED","INVALID","Apache 2.0.63 on AIX 5.3 child process crashes","2008-02-11 04:29:06","P2","normal","ivan.pechorin",,"2.0.63",
44402,"Apache httpd-2","mpm_worker","bugs","RESOLVED","FIXED","Worker mpm crashes (SEGV) under stress with static workload","2010-10-06 19:06:04","P2","blocker","basant.kukreja",,"2.2.6","FixedInTrunk, PatchAvailable"
44404,"Apache httpd-2","Runtime Config","bugs","RESOLVED","INVALID","Socket Exception while trying to access the site using load testing","2008-06-05 13:21:23","P1","major","radhisarma",,"2.2.0",
44406,"Apache httpd-2","mod_proxy_balancer","bugs","RESOLVED","INVALID","Load balancer and ProxyPassReverse directive.","2008-02-13 03:48:20","P1","normal","olivier_giorgi",,"2.2.4",
44407,"Apache httpd-2","All","bugs","RESOLVED","FIXED","Content-Disposition","2008-03-03 00:45:26","P2","major","mamm_soy",,"2.0.58",
44419,"Apache httpd-2","mod_deflate","bugs","RESOLVED","INVALID","mod_deflate sends http error code 404 different","2008-02-18 02:00:39","P2","normal","tom",,"2.2.8",
44427,"Apache httpd-2","support","bugs","RESOLVED","FIXED","Externally triggered rotatelogs rotation","2010-10-19 11:44:33","P2","enhancement","rainer.jung",,"2.5-HEAD","PatchAvailable"
44433,"Apache httpd-2","All","bugs","RESOLVED","WORKSFORME","Apache reports it is stopped before all child processes have stopped","2008-09-23 21:02:12","P2","normal","mattsch",,"2.2.8",
44440,"Apache httpd-2","mod_access","bugs","RESOLVED","INVALID","Error message discloses the URI redirect target","2011-09-17 17:23:14","P2","enhancement","nowuknow",,"2.2.6",
44443,"Apache httpd-2","All","bugs","RESOLVED","INVALID","problem with POST method in forms","2008-02-18 01:57:25","P2","major","rebel29270","http://www.gigaup.fr/test/test.php","2.2.8",
44446,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","OPTIONS method status always 500","2008-02-18 06:55:14","P2","normal","simon.perreault",,"2.2.8",
44447,"Apache httpd-2","mod_include","bugs","RESOLVED","FIXED","mod_include problems with attributes that go beyond one bucket","2009-12-23 11:49:08","P2","normal","konrad_w",,"2.0-HEAD",
44453,"Apache httpd-2","support","bugs","NEW","---","list_hooks.pl doesn't parse declarations that span multiple lines","2008-02-19 06:48:10","P2","normal","torsten.foertsch",,"2.2-HEAD",
44457,"Apache httpd-2","mod_deflate","bugs","RESOLVED","INVALID","mod_deflate RemoveOutputFilter DEFLATE overrides all subdirectory configs","2008-02-20 14:59:26","P4","normal","gmillikan","http://www.t1shopper.com/tools/calculate/","2.2.3",
44458,"Apache httpd-2","mod_charset_lite","bugs","RESOLVED","FIXED","Can't force mod_charset_lite to operate on all mimetypes","2008-02-22 08:42:47","P2","enhancement","covener",,"2.5-HEAD",
44459,"Apache httpd-2","Build","bugs","RESOLVED","INVALID","During installation, make fails on Solaris 8","2008-05-11 09:39:49","P2","major","lee8858",,"2.0.63",
44465,"Apache httpd-2","mod_cgi","bugs","RESOLVED","INVALID","php problem - Exec format error","2008-02-21 13:03:32","P2","normal","bowcurve",,"2.0.59",
44469,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","www.a.o /dist/httpd/docs/ is out-of-date","2008-11-03 23:10:58","P4","minor","eko","http://www.apache.org/dist/httpd/docs/","2.2.8",
44470,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","Ambiguous handling of changed MIME type","2008-02-22 08:29:48","P2","normal","cyaugin",,"2.2.8",
44474,"Apache httpd-2","mpm_event","bugs","RESOLVED","DUPLICATE","Event mpm keeps crashing under stress (static workload)","2008-02-23 13:15:05","P2","critical","basant.kukreja",,"2.2.8",
44476,"Apache httpd-2","Win32 MSI Installer","bugs","NEW","---","Apache service fails to start due to missing dependency","2008-05-06 14:09:45","P2","major","fischerfm",,"2.2.8",
44477,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","Apache accepts lowercase input","2008-02-24 13:48:14","P2","minor","dav7",,"2.2.8","RFC"
44478,"Apache httpd-2","mod_setenvif","bugs","RESOLVED","FIXED","Add SetEnvIfIP to set env vars depneding on ip subnet matches","2012-02-26 16:48:17","P2","enhancement","rainer.jung",,"2.5-HEAD","FixedInTrunk, PatchAvailable"
44492,"Apache httpd-2","Core","bugs","RESOLVED","DUPLICATE","100  Continue is send to client even header_parser hook throws a 403 Forbidden","2008-02-26 11:43:24","P2","normal","christian.liesch",,"2.2.8",
44496,"Apache httpd-2","mod_proxy","bugs","RESOLVED","DUPLICATE","100% CPU utilization by Apache in Forward Proxy mode -- please help","2008-02-27 05:20:36","P2","critical","pbelau1",,"2.2.8",
44500,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","INVALID","Version 2.2.8 on MS Server 2003 Doesn't Process Second RewriteCond","2008-06-05 13:21:05","P2","enhancement","camkelly",,"2.2.8",
44503,"Apache httpd-2","mod_ssl","bugs","NEEDINFO","---","Errors during SSL handshake","2008-03-02 12:00:57","P2","blocker","brendonm",,"2.2.4",
44509,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","INVALID","Avoid query strings getting copied over to the target url","2008-02-29 05:36:51","P4","major","mani55119",,"2.5-HEAD",
44511,"Apache httpd-2","mod_cache","bugs","RESOLVED","FIXED","mod_cache : no-cache reponses are stored and not revalidated","2008-03-02 04:35:34","P2","major","esuran",,"2.2.6",
44518,"Apache httpd-2","mod_expires","bugs","NEW","---","Don't set expires header on HTTP redirect.","2015-07-27 05:57:08","P2","enhancement","real.human",,"2.5-HEAD",
44538,"Apache httpd-2","mpm_perchild","bugs","RESOLVED","FIXED","Large file using download accelerator causes child segfault.","2008-03-07 04:24:54","P2","normal","ken",,"2.2.8",
44540,"Apache httpd-2","mod_speling","bugs","RESOLVED","WORKSFORME","Feature Request - Unbundle CheckCaseOnly from mod_speling","2008-03-05 08:48:20","P3","enhancement","checkccaseonly",,"2.5-HEAD",
44543,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","mod_proxy makes wrong decision on choosing worker, ignoring request scheme","2008-05-17 12:54:59","P2","critical","jeffwu75",,"2.2.8",
44560,"Apache httpd-2","mod_ldap","bugs","RESOLVED","FIXED","[patch] mod_ldap cache corruption for NULL values (regression from 2.2.6)","2008-07-09 13:23:05","P2","regression","andersk",,"2.2.8",
44561,"Apache httpd-2","mod_ssl","bugs","RESOLVED","INVALID","SSL quick renegotiation + client certs failing","2009-11-25 07:15:45","P2","normal","asf",,"2.0.63","PatchAvailable"
44572,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Misleading information in rewriteguide.html","2008-03-11 10:48:41","P2","normal","bugzilla","http://httpd.apache.org/docs/2.2/misc/rewriteguide.html","2.5-HEAD",
44574,"Apache httpd-2","mod_proxy","bugs","RESOLVED","FIXED","ProxyIOBufferSize documement wrong (2.2)","2013-04-27 18:32:35","P2","normal","mestrade",,"2.2-HEAD","PatchAvailable"
44576,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Compatibility of edit command","2008-03-11 10:19:55","P2","normal","pnee","http://httpd.apache.org/docs/2.2/mod/mod_headers.html","2.2-HEAD",
44578,"Apache httpd-2","mod_authn_dbd","bugs","NEW","---","mod_authn_dbd option to let database validate password","2014-09-29 16:11:10","P2","enhancement","Tom.Donovan",,"2.2-HEAD","PatchAvailable"
44579,"Apache httpd-2","mod_cache","bugs","RESOLVED","FIXED","mod_cache doesn't handle If-Range correctly","2009-10-03 07:59:31","P2","normal","moog",,"2.2.8","FixedInTrunk, PatchAvailable"
44584,"Apache httpd-2","support","bugs","RESOLVED","FIXED","ab.c: failure after apr_socket_connect() returns 37/EALREADY","2009-03-02 13:23:48","P2","major","ivoras",,"2.2.8",
44591,"Apache httpd-2","All","bugs","RESOLVED","INVALID","Too many conections and request","2008-03-12 19:18:40","P4","critical","digtiesto","http://www.colimense.com","2.2.6",
44592,"Apache httpd-2","mod_proxy","bugs","RESOLVED","WONTFIX","mod_proxy fails to send post request to backend server","2014-02-11 12:53:40","P1","normal","arouncoumar",,"2.2.9",
44597,"Apache httpd-2","All","bugs","RESOLVED","WONTFIX","Invalid argument: Cannot map GET","2008-06-05 07:58:06","P2","normal","hendrik.schmieder",,"2.2.8",
44601,"Apache httpd-2","mod_deflate","bugs","NEW","---","Add a lowercase value to Vary header for consistency","2008-03-13 14:58:31","P5","trivial","aleksandersen+issues.apache.org",,"2.2.4",
44602,"Apache httpd-2","mod_negotiation","bugs","NEW","---","Options for modfying Content-Location (relative OR absolute URI)","2008-03-22 17:12:46","P4","enhancement","aleksandersen+issues.apache.org",,"2.2.8",
44612,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","Apache does not reset default DNS server upon apachectl restart","2008-03-16 20:56:54","P2","normal","thatoneguy",,"2.5-HEAD",
44614,"Apache httpd-2","All","bugs","RESOLVED","INVALID","ServerAlias/ServerName broken?","2008-03-17 09:04:24","P2","normal","sherman.chan","http://www.world.net","2.2.8",
44622,"Apache httpd-2","All","bugs","NEEDINFO","---","POST fails to SSL vhost with proxy to HTTP backend","2008-03-18 00:59:54","P2","normal","nickh",,"2.2.8",
44623,"Apache httpd-2","mod_negotiation","bugs","RESOLVED","INVALID","Accept-Encoding header missing for the 1st request","2008-03-18 08:05:56","P2","normal","kostromin",,"2.2.6",
44626,"Apache httpd-2","mod_auth","bugs","RESOLVED","INVALID","mod_auth fails on IE when script arguments present","2008-03-18 09:36:29","P2","normal","bmearns",,"2.2.6",
44631,"Apache httpd-2","Build","bugs","NEW","---","with-included-apr fails to work when using a separate buildroot","2009-03-14 12:26:58","P2","normal","urkle",,"2.5-HEAD","PatchAvailable"
44638,"Apache httpd-2","Build","bugs","NEW","---","sed error in httpd.spec.in","2008-03-19 11:11:53","P2","normal","hand",,"2.0.63",
44639,"Apache httpd-2","All","bugs","RESOLVED","FIXED","Segmentation fault 11 errors right after server started up","2008-05-19 14:57:18","P2","critical","davelee53",,"2.2.3","ErrorMessage"
44641,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","FIXED","mod_rewrite ap_register_rewrite_mapfunc can use uninitialized memory","2008-05-27 09:03:56","P2","normal","daniel.lescohier",,"2.0.59","FixedInTrunk, PatchAvailable"
44647,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","DUPLICATE","mod_rewrite cookie value can not contain a colon","2009-06-07 23:56:42","P2","normal","ben.spencer",,"2.2.8",
44648,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","NPE when issuing a range request on files that are greater than 2^32 bytes in size","2008-03-24 10:28:05","P2","major","neel.goyal",,"2.2.8",
44653,"Apache httpd-2","mod_ftp","bugs","RESOLVED","FIXED","typo in ftp_commands.c","2008-04-09 01:24:54","P2","normal","Tom.Donovan",,"2.5-HEAD","PatchAvailable"
44656,"Apache httpd-2","mod_negotiation","bugs","NEW","---","Tries to retrive error document 404 instead of 406 when negotiation fails","2008-03-22 13:39:37","P2","normal","aleksandersen+issues.apache.org",,"2.2.4",
44657,"Apache httpd-2","mod_negotiation","bugs","NEW","---","prefer-type, -encoding, and -charset cookie? (as prefer-language)","2008-03-22 14:43:32","P2","enhancement","aleksandersen+issues.apache.org",,"2.2.4",
44670,"Apache httpd-2","Build","bugs","NEW","---","Apache httpd 2.2.8 : Cannot ./configure when current directory path has a space","2008-03-25 05:04:21","P3","minor","matthew.franglen",,"2.5-HEAD",
44696,"Apache httpd-2","mod_cache","bugs","NEEDINFO","---","mod_cache sometimes serves old content despite having fetched new content","2008-08-13 08:52:23","P2","normal","moog",,"2.2.8",
44699,"Apache httpd-2","Documentation","docs","RESOLVED","FIXED","Language links ""title"" are garbled","2008-04-02 10:27:18","P3","normal","takashi.asfbugzilla",,"2.5-HEAD",
44701,"Apache httpd-2","Other Modules","bugs","RESOLVED","INVALID","Own Modul doens't work with self-compiled Apache (only with the one from apt-get)","2008-05-15 09:38:56","P2","normal","fanste",,"2.2-HEAD",
44706,"Apache httpd-2","mpm_event","bugs","RESOLVED","FIXED","Segmentation fault (11) after starting up apache 2.2.8","2008-07-10 04:46:26","P2","normal","tsengjs",,"2.2.8",
44711,"Apache httpd-2","mpm_event","bugs","RESOLVED","INVALID","apr_thread_create","2009-03-31 10:22:58","P1","critical","gomathi.raja",,"2.0.46",
44713,"Apache httpd-2","Documentation","docs","CLOSED","FIXED","""ô"" in ""hôtes"" not displaying correctly in French Configuration Sections","2011-10-10 15:20:07","P2","trivial","chealer","http://httpd.apache.org/docs/2.2/fr/sections.html","2.2.8","PatchAvailable"
44714,"Apache httpd-2","mod_rewrite","bugs","RESOLVED","INVALID","mod_rewrite don't rewrite a POST request","2008-04-01 11:49:47","P2","normal","jacek.kromski",,"2.2.8",
44729,"Apache httpd-2","mod_alias","bugs","RESOLVED","FIXED","Redirect accepts anything as first argument instead of only HTTP status codes.","2009-07-13 15:26:00","P2","minor","st",,"2.2.8","PatchAvailable"
44730,"Apache httpd-2","mod_proxy","bugs","NEW","---","duplicate query string in remote server url when using ""nocanon"" reverse proxy","2011-06-29 21:00:02","P2","normal","wil",,"2.2.8","PatchAvailable"
44734,"Apache httpd-2","mod_dav","bugs","RESOLVED","FIXED","webdav move on top level directory crashes httpd","2008-05-27 09:03:27","P2","major","fred.oliver",,"2.2.8","FixedInTrunk, PatchAvailable"
44736,"Apache httpd-2","mod_proxy_balancer","bugs","RESOLVED","FIXED","mod_proxy_balancer looses it's mind on reloads.","2015-07-16 07:39:13","P2","critical","vitiho",,"2.2.8","PatchAvailable"
44746,"Apache httpd-2","mod_ftp","bugs","RESOLVED","FIXED","an ftp_data_out filter may not have a request*","2008-04-09 01:24:18","P2","normal","Tom.Donovan",,"2.5-HEAD","PatchAvailable"
44747,"Apache httpd-2","mod_ftp","bugs","RESOLVED","FIXED","ap_get_server_banner replaces ap_get_version","2008-04-09 01:48:49","P2","normal","Tom.Donovan",,"2.5-HEAD","PatchAvailable"
44752,"Apache httpd-2","support","bugs","NEW","---","Suexec does not correctly check that scripts are inside the docroot","2009-03-15 03:00:06","P2","normal","sf",,"2.5-HEAD","PatchAvailable"
44754,"Apache httpd-2","All","bugs","RESOLVED","DUPLICATE","AuthnProviderAlias - Apache Crashes","2009-05-23 14:38:42","P2","major","mihail.ursu",,"2.2.6",
44755,"Apache httpd-2","Core","bugs","RESOLVED","FIXED","Piped logs use two file descriptors per logfile (was 1:1 with previous versions)","2008-06-23 00:21:33","P2","normal","owen.boyle",,"2.2.8",
44757,"Apache httpd-2","Core","bugs","NEW","---","adding stderr buckets to mod_cgi","2008-04-04 07:45:04","P2","enhancement","pedietz",,"2.5-HEAD",
44758,"Apache httpd-2","mod_proxy_http","bugs","NEW","---","LimitRequestBody undocumented behaviour with proxied requests","2011-02-02 09:12:58","P2","enhancement","dp",,"2.5-HEAD",
44760,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","If-Modified-Since and Last-Modified","2009-08-24 08:48:36","P2","normal","keepun",,"2.0.52",
44771,"Apache httpd-2","Core","bugs","RESOLVED","INVALID","form fields type password missing post data","2008-04-08 03:11:25","P2","minor","mad_man123",,"2.2.8",
44776,"Apache httpd-2","Documentation","docs","RESOLVED","INVALID","External rewriting at RewriteMap documentation is wrong","2010-10-30 15:47:21","P2","minor","bugmenot","http://ebox-platform.com","2.5-HEAD",
44778,"Apache httpd-2","mod_filter","bugs","RESOLVED","INVALID","httpd dumps core when using mod_cache and mod_filter  for same request","2008-04-14 08:19:54","P2","normal","asmorgrav",,"2.2.8",
44779,"Apache httpd-2","mod_negotiation","bugs","NEW","---","Using commas and semicolons for content negotiation instead of file extensions","2008-04-09 05:07:33","P2","enhancement","aleksandersen+issues.apache.org",,"2.2.6",
44782,"Apache httpd-2","All","bugs","RESOLVED","INVALID","(104)Connection reset by peer: ap_content_length_filter: apr_bucket_read() failed","2008-05-13 12:00:48","P2","critical","j_and_t",,"2.2.8",
